sample_id,optical,electrical,temperature,label
1,0.7748357076505616,1.472347139765763,25.777226245720833,Reference-like
2,0.8261514928204012,1.4531693250553328,24.719035651660985,Reference-like
3,0.8289606407753696,1.6534869458305819,24.436630736878058,Reference-like
4,0.7771280021792982,1.4073164614375075,24.441124295715692,Reference-like
5,0.7620981135783017,1.1173439510684404,22.930098600984362,Reference-like
6,0.7218856235379514,1.2974337759331152,25.37709679911433,Reference-like
7,0.7045987962239395,1.2175392597329417,26.758778522705864,Reference-like
8,0.7387111849756732,1.5135056409375847,23.29030217654385,Reference-like
9,0.7227808637737408,1.5221845179419733,23.618807707093236,Reference-like
10,0.7687849009172836,1.379872262016239,24.649967500248067,Reference-like
11,0.7199146693885301,1.8704556369017875,24.98380333031448,Reference-like
12,0.697114453552205,1.6645089824206378,23.534987620034773,Reference-like
13,0.7604431797502378,1.108065975224045,23.406176741321882,Reference-like
14,0.7598430617934562,1.647693315999082,25.205641937427966,Reference-like
15,0.744217585880588,1.4397792608821423,23.225773611559088,Reference-like
16,0.7140077895802646,1.4078722458080426,26.268546671462698,Reference-like
17,0.7671809144784231,1.1473919689274532,25.388900763273753,Reference-like
18,0.7307458859791842,1.3646155999388083,25.734011546609043,Reference-like
19,0.8015499761247975,1.6862560238232398,23.992938972132833,Reference-like
20,0.7345393812074392,1.5662526862807127,26.17065415254683,Reference-like
21,0.7260412881077355,1.4628682046672365,23.672398031192767,Reference-like
22,0.6901896687959664,1.6625051644788396,26.627488034284987,Reference-like
23,0.7463994939209833,1.7007065795784049,25.43396323005716,Reference-like
24,0.7177440122697438,1.5722791211016829,26.845643879759162,Reference-like
25,0.7482086980445024,1.8129287311628013,21.856305875092307,Reference-like
26,0.7910951252187612,1.5174094136476342,24.64119117944096,Reference-like
27,0.7545880388267752,1.1024862170798215,24.736393734594987,Reference-like
28,0.7678556285755873,1.7955788089483034,24.378075738071622,Reference-like
29,0.7095753198553406,1.3996485912830927,26.09848254124249,Reference-like
30,0.7664375554829842,1.3940479592465922,25.615920919736027,Reference-like
31,0.7548538774674021,1.693728998106578,24.157536287347178,Reference-like
32,0.7336168926701115,1.4215783693735684,23.243782062241458,Reference-like
33,0.7648060138532288,1.552211054435978,25.006136147970953,Reference-like
34,0.7382706433312427,1.216925851589917,24.49522561268157,Reference-like
35,0.7328642741736615,1.3395445461556763,24.80645714600079,Reference-like
36,0.7702025428407269,1.8772371802421062,25.209493375398207,Reference-like
37,0.7628775195361382,1.4851108168467666,22.69747454164115,Reference-like
38,0.7486743062275392,1.5120460419882054,27.955890534982345,Reference-like
39,0.7403819517609439,1.5603094684667225,24.958345876353707,Reference-like
40,0.6915660981190234,1.7285645629030042,25.902319639224128,Reference-like
41,0.7895515973521523,1.3181225090410522,26.68335317312332,Reference-like
42,0.679907446860386,1.617371418760054,27.628546750971974,Reference-like
43,0.7004731837434656,1.3867404540794457,25.11958163810517,Reference-like
44,0.7248262172941901,1.1898673137867735,25.082275569767233,Reference-like
